"Disease","County","Year","Sex","Count","Population","Rate","CI.lower","CI.upper","Unstable"
"Coccidioidomycosis","Orange",2002,"Total",24,2914438,0.823,0.528,1.225," "
"Coccidioidomycosis","Orange",2002,"Female",5,1469089,0.34,0.111,0.794,"*"
"Coccidioidomycosis","Orange",2002,"Male",18,1445349,1.245,0.738,1.968,"*"
"Coccidioidomycosis","Orange",2003,"Total",23,2939719,0.782,0.496,1.174," "
"Coccidioidomycosis","Orange",2003,"Female",6,1482035,0.405,0.149,0.881,"*"
"Coccidioidomycosis","Orange",2003,"Male",17,1457684,1.166,0.679,1.867,"*"
"Coccidioidomycosis","Orange",2004,"Total",33,2956482,1.116,0.768,1.568," "
"Coccidioidomycosis","Orange",2004,"Female",9,1490898,0.604,0.276,1.146,"*"
"Coccidioidomycosis","Orange",2004,"Male",24,1465584,1.638,1.049,2.437," "
"Coccidioidomycosis","Orange",2005,"Total",39,2957151,1.319,0.938,1.803," "
"Coccidioidomycosis","Orange",2005,"Female",10,1491828,0.67,0.321,1.233,"*"
"Coccidioidomycosis","Orange",2005,"Male",29,1465323,1.979,1.325,2.842," "
"Coccidioidomycosis","Orange",2006,"Total",43,2955433,1.455,1.053,1.96," "
"Coccidioidomycosis","Orange",2006,"Female",15,1491355,1.006,0.563,1.659,"*"
"Coccidioidomycosis","Orange",2006,"Male",28,1464078,1.912,1.271,2.764," "
"Coccidioidomycosis","Orange",2007,"Total",35,2965823,1.18,0.822,1.641," "
"Coccidioidomycosis","Orange",2007,"Female",13,1496600,0.869,0.463,1.485,"*"
"Coccidioidomycosis","Orange",2007,"Male",22,1469223,1.497,0.938,2.267," "
"Coccidioidomycosis","Orange",2008,"Total",43,2982788,1.442,1.043,1.942," "
"Coccidioidomycosis","Orange",2008,"Female",17,1505158,1.129,0.658,1.808,"*"
"Coccidioidomycosis","Orange",2008,"Male",26,1477630,1.76,1.149,2.578," "
"Coccidioidomycosis","Orange",2009,"Total",71,2998816,2.368,1.849,2.986," "
"Coccidioidomycosis","Orange",2009,"Female",26,1512749,1.719,1.123,2.518," "
"Coccidioidomycosis","Orange",2009,"Male",45,1486067,3.028,2.209,4.052," "
"Coccidioidomycosis","Orange",2010,"Total",39,3017248,1.293,0.919,1.767," "
"Coccidioidomycosis","Orange",2010,"Female",17,1524864,1.115,0.649,1.785,"*"
"Coccidioidomycosis","Orange",2010,"Male",22,1492384,1.474,0.924,2.232," "
"Coccidioidomycosis","Orange",2011,"Total",82,3046513,2.692,2.141,3.341," "
"Coccidioidomycosis","Orange",2011,"Female",31,1539616,2.013,1.368,2.858," "
"Coccidioidomycosis","Orange",2011,"Male",51,1506897,3.384,2.52,4.45," "
"Coccidioidomycosis","Orange",2012,"Total",113,3073540,3.677,3.03,4.42," "
"Coccidioidomycosis","Orange",2012,"Female",41,1553184,2.64,1.894,3.581," "
"Coccidioidomycosis","Orange",2012,"Male",72,1520356,4.736,3.705,5.964," "
"Coccidioidomycosis","Orange",2013,"Total",71,3099463,2.291,1.789,2.889," "
"Coccidioidomycosis","Orange",2013,"Female",27,1566211,1.724,1.136,2.508," "
"Coccidioidomycosis","Orange",2013,"Male",44,1533252,2.87,2.085,3.852," "
"Coccidioidomycosis","Orange",2014,"Total",55,3132681,1.756,1.323,2.285," "
"Coccidioidomycosis","Orange",2014,"Female",20,1583260,1.263,0.772,1.951," "
"Coccidioidomycosis","Orange",2014,"Male",35,1549421,2.259,1.573,3.142," "
"Coccidioidomycosis","Placer",2001,"Total",0,264925,0,0,1.392,"-"
"Coccidioidomycosis","Placer",2001,"Female",0,135208,0,0,2.728,"-"
"Coccidioidomycosis","Placer",2001,"Male",0,129717,0,0,2.844,"-"
"Coccidioidomycosis","Placer",2002,"Total",1,276817,0.361,0.009,2.013,"*"
"Coccidioidomycosis","Placer",2002,"Female",0,141268,0,0,2.611,"-"
"Coccidioidomycosis","Placer",2002,"Male",1,135549,0.738,0.019,4.11,"*"
"Coccidioidomycosis","Placer",2003,"Total",1,290655,0.344,0.009,1.917,"*"
"Coccidioidomycosis","Placer",2003,"Female",0,148411,0,0,2.486,"-"
"Coccidioidomycosis","Placer",2003,"Male",1,142244,0.703,0.018,3.917,"*"
"Coccidioidomycosis","Placer",2004,"Total",2,302815,0.66,0.08,2.386,"*"
"Coccidioidomycosis","Placer",2004,"Female",0,154645,0,0,2.385,"-"
"Coccidioidomycosis","Placer",2004,"Male",2,148170,1.35,0.163,4.876,"*"
"Coccidioidomycosis","Placer",2005,"Total",1,312630,0.32,0.008,1.782,"*"
"Coccidioidomycosis","Placer",2005,"Female",0,159647,0,0,2.311,"-"
"Coccidioidomycosis","Placer",2005,"Male",1,152983,0.654,0.017,3.642,"*"
"Coccidioidomycosis","Placer",2006,"Total",4,322270,1.241,0.338,3.178,"*"
"Coccidioidomycosis","Placer",2006,"Female",1,164667,0.607,0.015,3.384,"*"
"Coccidioidomycosis","Placer",2006,"Male",3,157603,1.904,0.393,5.563,"*"
"Coccidioidomycosis","Placer",2007,"Total",1,329719,0.303,0.008,1.69,"*"
"Coccidioidomycosis","Placer",2007,"Female",0,168495,0,0,2.189,"-"
"Coccidioidomycosis","Placer",2007,"Male",1,161224,0.62,0.016,3.456,"*"
"Coccidioidomycosis","Placer",2008,"Total",1,337914,0.296,0.007,1.649,"*"
"Coccidioidomycosis","Placer",2008,"Female",0,172768,0,0,2.135,"-"
"Coccidioidomycosis","Placer",2008,"Male",1,165146,0.606,0.015,3.374,"*"
"Coccidioidomycosis","Placer",2009,"Total",2,344088,0.581,0.07,2.1,"*"
"Coccidioidomycosis","Placer",2009,"Female",0,175968,0,0,2.096,"-"
"Coccidioidomycosis","Placer",2009,"Male",2,168120,1.19,0.144,4.297,"*"
"Coccidioidomycosis","Placer",2010,"Total",1,350272,0.285,0.007,1.591,"*"
"Coccidioidomycosis","Placer",2010,"Female",1,179214,0.558,0.014,3.109,"*"
"Coccidioidomycosis","Placer",2010,"Male",0,171058,0,0,2.156,"-"
"Coccidioidomycosis","Placer",2011,"Total",2,356200,0.561,0.068,2.028,"*"
"Coccidioidomycosis","Placer",2011,"Female",1,182237,0.549,0.014,3.057,"*"
"Coccidioidomycosis","Placer",2011,"Male",1,173963,0.575,0.015,3.203,"*"
"Coccidioidomycosis","Placer",2012,"Total",7,360098,1.944,0.782,4.005,"*"
"Coccidioidomycosis","Placer",2012,"Female",2,184207,1.086,0.131,3.922,"*"
"Coccidioidomycosis","Placer",2012,"Male",5,175891,2.843,0.923,6.634,"*"
"Coccidioidomycosis","Placer",2013,"Total",3,364724,0.823,0.17,2.404,"*"
"Coccidioidomycosis","Placer",2013,"Female",0,186575,0,0,1.977,"-"
"Coccidioidomycosis","Placer",2013,"Male",3,178149,1.684,0.347,4.921,"*"
"Coccidioidomycosis","Placer",2014,"Total",0,369726,0,0,0.998,"-"
"Coccidioidomycosis","Placer",2014,"Female",0,189110,0,0,1.951,"-"
"Coccidioidomycosis","Placer",2014,"Male",0,180616,0,0,2.042,"-"
"Coccidioidomycosis","Plumas",2001,"Total",0,20706,0,0,17.814,"-"
"Coccidioidomycosis","Plumas",2001,"Female",0,10343,0,0,35.659,"-"
"Coccidioidomycosis","Plumas",2001,"Male",0,10363,0,0,35.59,"-"
"Coccidioidomycosis","Plumas",2002,"Total",1,20695,4.832,0.122,26.92,"*"
"Coccidioidomycosis","Plumas",2002,"Female",1,10333,9.677,0.245,53.909,"*"
"Coccidioidomycosis","Plumas",2002,"Male",0,10362,0,0,35.594,"-"
"Coccidioidomycosis","Plumas",2003,"Total",0,20747,0,0,17.779,"-"
"Coccidioidomycosis","Plumas",2003,"Female",0,10363,0,0,35.59,"-"
"Coccidioidomycosis","Plumas",2003,"Male",0,10384,0,0,35.518,"-"
"Coccidioidomycosis","Plumas",2004,"Total",0,20899,0,0,17.649,"-"
"Coccidioidomycosis","Plumas",2004,"Female",0,10447,0,0,35.304,"-"
"Coccidioidomycosis","Plumas",2004,"Male",0,10452,0,0,35.287,"-"
"Coccidioidomycosis","Plumas",2005,"Total",0,20859,0,0,17.683,"-"
"Coccidioidomycosis","Plumas",2005,"Female",0,10450,0,0,35.294,"-"
"Coccidioidomycosis","Plumas",2005,"Male",0,10409,0,0,35.433,"-"
"Coccidioidomycosis","Plumas",2006,"Total",0,20710,0,0,17.81,"-"
"Coccidioidomycosis","Plumas",2006,"Female",0,10380,0,0,35.532,"-"
"Coccidioidomycosis","Plumas",2006,"Male",0,10330,0,0,35.704,"-"
"Coccidioidomycosis","Plumas",2007,"Total",0,20596,0,0,17.909,"-"
"Coccidioidomycosis","Plumas",2007,"Female",0,10319,0,0,35.742,"-"
"Coccidioidomycosis","Plumas",2007,"Male",0,10277,0,0,35.888,"-"
"Coccidioidomycosis","Plumas",2008,"Total",0,20368,0,0,18.11,"-"
"Coccidioidomycosis","Plumas",2008,"Female",0,10198,0,0,36.166,"-"
"Coccidioidomycosis","Plumas",2008,"Male",0,10170,0,0,36.266,"-"
"Coccidioidomycosis","Plumas",2009,"Total",1,20063,4.984,0.126,27.768,"*"
"Coccidioidomycosis","Plumas",2009,"Female",0,10036,0,0,36.75,"-"
"Coccidioidomycosis","Plumas",2009,"Male",1,10027,9.974,0.252,55.554,"*"
"Coccidioidomycosis","Plumas",2010,"Total",0,19904,0,0,18.532,"-"
"Coccidioidomycosis","Plumas",2010,"Female",0,9960,0,0,37.03,"-"
"Coccidioidomycosis","Plumas",2010,"Male",0,9944,0,0,37.09,"-"
"Coccidioidomycosis","Plumas",2011,"Total",1,19950,5.013,0.127,27.925,"*"
"Coccidioidomycosis","Plumas",2011,"Female",0,9985,0,0,36.937,"-"
"Coccidioidomycosis","Plumas",2011,"Male",1,9965,10.035,0.254,55.899,"*"
"Coccidioidomycosis","Plumas",2012,"Total",0,19906,0,0,18.53,"-"
"Coccidioidomycosis","Plumas",2012,"Female",0,9964,0,0,37.015,"-"
"Coccidioidomycosis","Plumas",2012,"Male",0,9942,0,0,37.097,"-"
"Coccidioidomycosis","Plumas",2013,"Total",2,19792,10.105,1.224,36.498,"*"
"Coccidioidomycosis","Plumas",2013,"Female",1,9918,10.082,0.255,56.164,"*"
"Coccidioidomycosis","Plumas",2013,"Male",1,9874,10.128,0.256,56.414,"*"
"Coccidioidomycosis","Plumas",2014,"Total",1,19687,5.079,0.129,28.298,"*"
"Coccidioidomycosis","Plumas",2014,"Female",1,9866,10.136,0.257,56.46,"*"
"Coccidioidomycosis","Plumas",2014,"Male",0,9821,0,0,37.554,"-"
"Coccidioidomycosis","Riverside",2001,"Total",30,1622454,1.849,1.248,2.64," "
"Coccidioidomycosis","Riverside",2001,"Female",8,814467,0.982,0.424,1.935,"*"
"Coccidioidomycosis","Riverside",2001,"Male",22,807987,2.723,1.706,4.122," "
"Coccidioidomycosis","Riverside",2002,"Total",27,1688407,1.599,1.054,2.327," "
"Coccidioidomycosis","Riverside",2002,"Female",10,847762,1.18,0.566,2.169,"*"
"Coccidioidomycosis","Riverside",2002,"Male",17,840645,2.022,1.178,3.238,"*"
"Coccidioidomycosis","Riverside",2003,"Total",26,1772427,1.467,0.958,2.149," "
"Coccidioidomycosis","Riverside",2003,"Female",5,890269,0.562,0.182,1.311,"*"
"Coccidioidomycosis","Riverside",2003,"Male",21,882158,2.381,1.474,3.639," "
"Coccidioidomycosis","Riverside",2004,"Total",49,1856879,2.639,1.952,3.489," "
"Coccidioidomycosis","Riverside",2004,"Female",17,932886,1.822,1.062,2.918,"*"
"Coccidioidomycosis","Riverside",2004,"Male",32,923993,3.463,2.369,4.889," "
"Coccidioidomycosis","Riverside",2005,"Total",51,1934723,2.636,1.963,3.466," "
"Coccidioidomycosis","Riverside",2005,"Female",14,972165,1.44,0.787,2.416,"*"
"Coccidioidomycosis","Riverside",2005,"Male",37,962558,3.844,2.706,5.298," "
"Coccidioidomycosis","Riverside",2006,"Total",55,2017350,2.726,2.054,3.549," "
"Coccidioidomycosis","Riverside",2006,"Female",16,1013839,1.578,0.902,2.563,"*"
"Coccidioidomycosis","Riverside",2006,"Male",39,1003511,3.886,2.764,5.313," "
"Coccidioidomycosis","Riverside",2007,"Total",47,2082656,2.257,1.658,3.001," "
"Coccidioidomycosis","Riverside",2007,"Female",11,1046767,1.051,0.525,1.88,"*"
"Coccidioidomycosis","Riverside",2007,"Male",36,1035889,3.475,2.434,4.811," "
"Coccidioidomycosis","Riverside",2008,"Total",46,2122920,2.167,1.586,2.89," "
"Coccidioidomycosis","Riverside",2008,"Female",15,1067130,1.406,0.787,2.318,"*"
"Coccidioidomycosis","Riverside",2008,"Male",31,1055790,2.936,1.995,4.168," "
"Coccidioidomycosis","Riverside",2009,"Total",76,2158399,3.521,2.774,4.407," "
"Coccidioidomycosis","Riverside",2009,"Female",23,1084974,2.12,1.344,3.181," "
"Coccidioidomycosis","Riverside",2009,"Male",53,1073425,4.937,3.699,6.458," "
"Coccidioidomycosis","Riverside",2010,"Total",83,2191919,3.787,3.016,4.694," "
"Coccidioidomycosis","Riverside",2010,"Female",27,1101193,2.452,1.616,3.567," "
"Coccidioidomycosis","Riverside",2010,"Male",56,1090726,5.134,3.878,6.667," "
"Coccidioidomycosis","Riverside",2011,"Total",72,2220269,3.243,2.537,4.084," "
"Coccidioidomycosis","Riverside",2011,"Female",21,1115310,1.883,1.166,2.878," "
"Coccidioidomycosis","Riverside",2011,"Male",51,1104959,4.616,3.437,6.069," "
"Coccidioidomycosis","Riverside",2012,"Total",56,2249045,2.49,1.881,3.233," "
"Coccidioidomycosis","Riverside",2012,"Female",10,1129673,0.885,0.424,1.628,"*"
"Coccidioidomycosis","Riverside",2012,"Male",46,1119372,4.109,3.009,5.481," "
"Coccidioidomycosis","Riverside",2013,"Total",33,2264569,1.457,1.003,2.046," "
"Coccidioidomycosis","Riverside",2013,"Female",12,1137546,1.055,0.545,1.843,"*"
"Coccidioidomycosis","Riverside",2013,"Male",21,1127023,1.863,1.153,2.848," "
"Coccidioidomycosis","Riverside",2014,"Total",40,2295298,1.743,1.245,2.373," "
"Coccidioidomycosis","Riverside",2014,"Female",12,1152765,1.041,0.538,1.818,"*"
"Coccidioidomycosis","Riverside",2014,"Male",28,1142533,2.451,1.628,3.542," "
"Coccidioidomycosis","Sacramento",2001,"Total",5,1265767,0.395,0.128,0.922,"*"
"Coccidioidomycosis","Sacramento",2001,"Female",2,646848,0.309,0.037,1.117,"*"
"Coccidioidomycosis","Sacramento",2001,"Male",3,618919,0.485,0.1,1.417,"*"
"Coccidioidomycosis","Sacramento",2002,"Total",8,1293483,0.618,0.267,1.219,"*"
"Coccidioidomycosis","Sacramento",2002,"Female",2,660747,0.303,0.037,1.093,"*"
"Coccidioidomycosis","Sacramento",2002,"Male",6,632736,0.948,0.348,2.064,"*"
"Coccidioidomycosis","Sacramento",2003,"Total",9,1320963,0.681,0.312,1.293,"*"
"Coccidioidomycosis","Sacramento",2003,"Female",2,674719,0.296,0.036,1.071,"*"
"Coccidioidomycosis","Sacramento",2003,"Male",7,646244,1.083,0.435,2.232,"*"
"Coccidioidomycosis","Sacramento",2004,"Total",13,1342899,0.968,0.515,1.655,"*"
"Coccidioidomycosis","Sacramento",2004,"Female",6,685863,0.875,0.321,1.904,"*"
"Coccidioidomycosis","Sacramento",2004,"Male",7,657036,1.065,0.428,2.195,"*"
"Coccidioidomycosis","Sacramento",2005,"Total",12,1358168,0.884,0.457,1.543,"*"
"Coccidioidomycosis","Sacramento",2005,"Female",1,693519,0.144,0.004,0.803,"*"
"Coccidioidomycosis","Sacramento",2005,"Male",11,664649,1.655,0.826,2.961,"*"
"Coccidioidomycosis","Sacramento",2006,"Total",12,1372275,0.874,0.452,1.528,"*"
"Coccidioidomycosis","Sacramento",2006,"Female",5,700564,0.714,0.232,1.666,"*"
"Coccidioidomycosis","Sacramento",2006,"Male",7,671711,1.042,0.419,2.147,"*"
"Coccidioidomycosis","Sacramento",2007,"Total",15,1388086,1.081,0.605,1.782,"*"
"Coccidioidomycosis","Sacramento",2007,"Female",4,708444,0.565,0.154,1.446,"*"
"Coccidioidomycosis","Sacramento",2007,"Male",11,679642,1.618,0.808,2.896,"*"
"Coccidioidomycosis","Sacramento",2008,"Total",6,1400939,0.428,0.157,0.932,"*"
"Coccidioidomycosis","Sacramento",2008,"Female",2,714913,0.28,0.034,1.011,"*"
"Coccidioidomycosis","Sacramento",2008,"Male",4,686026,0.583,0.159,1.493,"*"
"Coccidioidomycosis","Sacramento",2009,"Total",3,1411403,0.213,0.044,0.621,"*"
"Coccidioidomycosis","Sacramento",2009,"Female",1,719853,0.139,0.004,0.774,"*"
"Coccidioidomycosis","Sacramento",2009,"Male",2,691550,0.289,0.035,1.045,"*"
"Coccidioidomycosis","Sacramento",2010,"Total",15,1420255,1.056,0.591,1.742,"*"
"Coccidioidomycosis","Sacramento",2010,"Female",2,724678,0.276,0.033,0.997,"*"
"Coccidioidomycosis","Sacramento",2010,"Male",13,695577,1.869,0.995,3.196,"*"
"Coccidioidomycosis","Sacramento",2011,"Total",40,1430360,2.796,1.998,3.808," "
"Coccidioidomycosis","Sacramento",2011,"Female",15,729502,2.056,1.151,3.391,"*"
"Coccidioidomycosis","Sacramento",2011,"Male",25,700858,3.567,2.308,5.266," "
"Coccidioidomycosis","Sacramento",2012,"Total",47,1435118,3.275,2.406,4.355," "
"Coccidioidomycosis","Sacramento",2012,"Female",13,731575,1.777,0.946,3.039,"*"
"Coccidioidomycosis","Sacramento",2012,"Male",34,703543,4.833,3.347,6.753," "
"Coccidioidomycosis","Sacramento",2013,"Total",33,1445457,2.283,1.572,3.206," "
"Coccidioidomycosis","Sacramento",2013,"Female",9,736595,1.222,0.559,2.319,"*"
"Coccidioidomycosis","Sacramento",2013,"Male",24,708862,3.386,2.169,5.038," "
"Coccidioidomycosis","Sacramento",2014,"Total",32,1460480,2.191,1.499,3.093," "
"Coccidioidomycosis","Sacramento",2014,"Female",12,744045,1.613,0.833,2.817,"*"
"Coccidioidomycosis","Sacramento",2014,"Male",20,716435,2.792,1.705,4.311," "
"Coccidioidomycosis","San Benito",2001,"Total",1,54696,1.828,0.046,10.186,"*"
"Coccidioidomycosis","San Benito",2001,"Female",1,27085,3.692,0.093,20.569,"*"
"Coccidioidomycosis","San Benito",2001,"Male",0,27611,0,0,13.359,"-"
"Coccidioidomycosis","San Benito",2002,"Total",0,55199,0,0,6.683,"-"
"Coccidioidomycosis","San Benito",2002,"Female",0,27350,0,0,13.487,"-"
"Coccidioidomycosis","San Benito",2002,"Male",0,27849,0,0,13.245,"-"
"Coccidioidomycosis","San Benito",2003,"Total",2,55458,3.606,0.437,13.027,"*"
"Coccidioidomycosis","San Benito",2003,"Female",0,27497,0,0,13.415,"-"
"Coccidioidomycosis","San Benito",2003,"Male",2,27961,7.153,0.866,25.836,"*"
"Coccidioidomycosis","San Benito",2004,"Total",2,55287,3.617,0.438,13.067,"*"
"Coccidioidomycosis","San Benito",2004,"Female",1,27433,3.645,0.092,20.308,"*"
"Coccidioidomycosis","San Benito",2004,"Male",1,27854,3.59,0.091,20.001,"*"
"Coccidioidomycosis","San Benito",2005,"Total",1,55153,1.813,0.046,10.102,"*"
"Coccidioidomycosis","San Benito",2005,"Female",0,27399,0,0,13.463,"-"
"Coccidioidomycosis","San Benito",2005,"Male",1,27754,3.603,0.091,20.073,"*"
"Coccidioidomycosis","San Benito",2006,"Total",4,54895,7.287,1.985,18.656,"*"
"Coccidioidomycosis","San Benito",2006,"Female",1,27319,3.66,0.093,20.393,"*"
"Coccidioidomycosis","San Benito",2006,"Male",3,27576,10.879,2.244,31.79,"*"
"Coccidioidomycosis","San Benito",2007,"Total",0,55000,0,0,6.707,"-"
"Coccidioidomycosis","San Benito",2007,"Female",0,27417,0,0,13.454,"-"
"Coccidioidomycosis","San Benito",2007,"Male",0,27583,0,0,13.373,"-"
"Coccidioidomycosis","San Benito",2008,"Total",1,55043,1.817,0.046,10.122,"*"
"Coccidioidomycosis","San Benito",2008,"Female",0,27450,0,0,13.438,"-"
"Coccidioidomycosis","San Benito",2008,"Male",1,27593,3.624,0.092,20.191,"*"
"Coccidioidomycosis","San Benito",2009,"Total",0,55093,0,0,6.696,"-"
"Coccidioidomycosis","San Benito",2009,"Female",0,27492,0,0,13.417,"-"
"Coccidioidomycosis","San Benito",2009,"Male",0,27601,0,0,13.364,"-"
"Coccidioidomycosis","San Benito",2010,"Total",1,55332,1.807,0.046,10.069,"*"
"Coccidioidomycosis","San Benito",2010,"Female",1,27656,3.616,0.092,20.145,"*"
"Coccidioidomycosis","San Benito",2010,"Male",0,27676,0,0,13.328,"-"
"Coccidioidomycosis","San Benito",2011,"Total",2,55948,3.575,0.433,12.913,"*"
"Coccidioidomycosis","San Benito",2011,"Female",0,27980,0,0,13.183,"-"
"Coccidioidomycosis","San Benito",2011,"Male",2,27968,7.151,0.866,25.83,"*"
"Coccidioidomycosis","San Benito",2012,"Total",0,56643,0,0,6.512,"-"
"Coccidioidomycosis","San Benito",2012,"Female",0,28368,0,0,13.003,"-"
"Coccidioidomycosis","San Benito",2012,"Male",0,28275,0,0,13.046,"-"
"Coccidioidomycosis","San Benito",2013,"Total",1,57146,1.75,0.044,9.749,"*"
"Coccidioidomycosis","San Benito",2013,"Female",0,28634,0,0,12.882,"-"
"Coccidioidomycosis","San Benito",2013,"Male",1,28512,3.507,0.089,19.54,"*"
"Coccidioidomycosis","San Benito",2014,"Total",1,57993,1.724,0.044,9.607,"*"
"Coccidioidomycosis","San Benito",2014,"Female",1,29124,3.434,0.087,19.129,"*"
"Coccidioidomycosis","San Benito",2014,"Male",0,28869,0,0,12.777,"-"
"Coccidioidomycosis","San Bernardino",2001,"Total",13,1763780,0.737,0.392,1.26,"*"
"Coccidioidomycosis","San Bernardino",2001,"Female",5,885147,0.565,0.183,1.318,"*"
"Coccidioidomycosis","San Bernardino",2001,"Male",8,878633,0.911,0.393,1.794,"*"
"Coccidioidomycosis","San Bernardino",2002,"Total",17,1800849,0.944,0.55,1.511,"*"
"Coccidioidomycosis","San Bernardino",2002,"Female",1,903725,0.111,0.003,0.617,"*"
"Coccidioidomycosis","San Bernardino",2002,"Male",16,897124,1.783,1.019,2.896,"*"
"Coccidioidomycosis","San Bernardino",2003,"Total",15,1850075,0.811,0.454,1.337,"*"
"Coccidioidomycosis","San Bernardino",2003,"Female",2,929010,0.215,0.026,0.778,"*"
"Coccidioidomycosis","San Bernardino",2003,"Male",13,921065,1.411,0.752,2.414,"*"
"Coccidioidomycosis","San Bernardino",2004,"Total",27,1900210,1.421,0.936,2.067," "
"Coccidioidomycosis","San Bernardino",2004,"Female",4,954481,0.419,0.114,1.073,"*"
"Coccidioidomycosis","San Bernardino",2004,"Male",23,945729,2.432,1.542,3.649," "
"Coccidioidomycosis","San Bernardino",2005,"Total",35,1942734,1.802,1.255,2.506," "
"Coccidioidomycosis","San Bernardino",2005,"Female",9,975953,0.922,0.422,1.751,"*"
"Coccidioidomycosis","San Bernardino",2005,"Male",26,966781,2.689,1.757,3.94," "
"Coccidioidomycosis","San Bernardino",2006,"Total",33,1976767,1.669,1.149,2.344," "
"Coccidioidomycosis","San Bernardino",2006,"Female",8,993098,0.806,0.348,1.587,"*"
"Coccidioidomycosis","San Bernardino",2006,"Male",25,983669,2.542,1.645,3.752," "
"Coccidioidomycosis","San Bernardino",2007,"Total",24,2002651,1.198,0.768,1.783," "
"Coccidioidomycosis","San Bernardino",2007,"Female",8,1006099,0.795,0.343,1.567,"*"
"Coccidioidomycosis","San Bernardino",2007,"Male",16,996552,1.606,0.918,2.607,"*"
"Coccidioidomycosis","San Bernardino",2008,"Total",23,2016526,1.141,0.723,1.711," "
"Coccidioidomycosis","San Bernardino",2008,"Female",5,1012903,0.494,0.16,1.152,"*"
"Coccidioidomycosis","San Bernardino",2008,"Male",18,1003623,1.794,1.063,2.834,"*"
"Coccidioidomycosis","San Bernardino",2009,"Total",37,2022319,1.83,1.288,2.522," "
"Coccidioidomycosis","San Bernardino",2009,"Female",8,1015718,0.788,0.34,1.552,"*"
"Coccidioidomycosis","San Bernardino",2009,"Male",29,1006601,2.881,1.929,4.138," "
"Coccidioidomycosis","San Bernardino",2010,"Total",70,2038518,3.434,2.677,4.338," "
"Coccidioidomycosis","San Bernardino",2010,"Female",16,1025294,1.561,0.892,2.534,"*"
"Coccidioidomycosis","San Bernardino",2010,"Male",54,1013224,5.33,4.004,6.954," "
"Coccidioidomycosis","San Bernardino",2011,"Total",50,2053077,2.435,1.808,3.211," "
"Coccidioidomycosis","San Bernardino",2011,"Female",17,1032269,1.647,0.959,2.637,"*"
"Coccidioidomycosis","San Bernardino",2011,"Male",33,1020808,3.233,2.225,4.54," "
"Coccidioidomycosis","San Bernardino",2012,"Total",56,2063867,2.713,2.05,3.524," "
"Coccidioidomycosis","San Bernardino",2012,"Female",16,1037268,1.543,0.882,2.505,"*"
"Coccidioidomycosis","San Bernardino",2012,"Male",40,1026599,3.896,2.784,5.306," "
"Coccidioidomycosis","San Bernardino",2013,"Total",48,2074080,2.314,1.706,3.068," "
"Coccidioidomycosis","San Bernardino",2013,"Female",12,1041988,1.152,0.595,2.012,"*"
"Coccidioidomycosis","San Bernardino",2013,"Male",36,1032092,3.488,2.443,4.829," "
"Coccidioidomycosis","San Bernardino",2014,"Total",32,2091618,1.53,1.046,2.16," "
"Coccidioidomycosis","San Bernardino",2014,"Female",9,1050698,0.857,0.392,1.626,"*"
"Coccidioidomycosis","San Bernardino",2014,"Male",23,1040920,2.21,1.401,3.315," "
"Coccidioidomycosis","San Diego",2001,"Total",57,2870096,1.986,1.504,2.573," "
"Coccidioidomycosis","San Diego",2001,"Female",15,1428113,1.05,0.588,1.732,"*"
"Coccidioidomycosis","San Diego",2001,"Male",42,1441983,2.913,2.099,3.937," "
"Coccidioidomycosis","San Diego",2002,"Total",59,2910445,2.027,1.543,2.615," "
"Coccidioidomycosis","San Diego",2002,"Female",21,1448213,1.45,0.898,2.217," "
"Coccidioidomycosis","San Diego",2002,"Male",38,1462232,2.599,1.839,3.567," "
"Coccidioidomycosis","San Diego",2003,"Total",55,2943961,1.868,1.407,2.432," "
"Coccidioidomycosis","San Diego",2003,"Female",15,1464994,1.024,0.573,1.689,"*"
"Coccidioidomycosis","San Diego",2003,"Male",40,1478967,2.705,1.932,3.683," "
"Coccidioidomycosis","San Diego",2004,"Total",62,2963390,2.092,1.604,2.682," "
"Coccidioidomycosis","San Diego",2004,"Female",22,1475094,1.491,0.935,2.258," "
"Coccidioidomycosis","San Diego",2004,"Male",40,1488296,2.688,1.92,3.66," "
"Coccidioidomycosis","San Diego",2005,"Total",73,2970135,2.458,1.927,3.09," "
"Coccidioidomycosis","San Diego",2005,"Female",28,1478773,1.893,1.258,2.737," "
"Coccidioidomycosis","San Diego",2005,"Male",45,1491362,3.017,2.201,4.037," "
"Coccidioidomycosis","San Diego",2006,"Total",53,2982816,1.777,1.331,2.324," "
"Coccidioidomycosis","San Diego",2006,"Female",17,1484896,1.145,0.667,1.833,"*"
"Coccidioidomycosis","San Diego",2006,"Male",36,1497920,2.403,1.683,3.327," "
"Coccidioidomycosis","San Diego",2007,"Total",82,3014165,2.72,2.164,3.377," "
"Coccidioidomycosis","San Diego",2007,"Female",30,1500220,2,1.349,2.855," "
"Coccidioidomycosis","San Diego",2007,"Male",51,1513945,3.369,2.508,4.429," "
"Coccidioidomycosis","San Diego",2008,"Total",136,3051262,4.457,3.74,5.272," "
"Coccidioidomycosis","San Diego",2008,"Female",58,1518655,3.819,2.9,4.937," "
"Coccidioidomycosis","San Diego",2008,"Male",77,1532607,5.024,3.965,6.279," "
"Coccidioidomycosis","San Diego",2009,"Total",135,3077633,4.386,3.678,5.192," "
